DATE,FOOD(CASH),FOOD(CB),ZOMATO,SWIGGY,FOOD(UPI),FOOD(TOTAL),DRINK(CASH),DRINK(CB),DRINK(UPI),DRINK(TOTAL),CASH(TOTAL),CB(TOTAL),UPI(TOTAL),TOTAL SALE,TOTAL CGST,TOTAL SGST,TOTAL GST,TOTAL DISCOUNT,NET SALE
2025-06-20,14715.00,1707.00,1205.00,220.00,6851.00,24698,11995.00,1240.00,3740.00,16975.00,26710.00,2947.00,11796.00,41453.00,611.95,611.95,1223.90,531.10,39698.00
